index_a,index_b,tag
910,6652,exact
911,895,exact
911,3983,partiel
912,898,exact
912,2284,partiel
912,5222,exact
913,900,exact
913,6942,partiel
913,7467,partiel
913,8293,partiel
914,901,exact
915,3464,partiel
915,4003,partiel
915,5009,exact
915,5536,partiel
915,5698,exact
916,5268,exact
917,906,exact
917,5603,exact
917,6603,exact
918,329,exact
919,2794,exact
920,5166,exact
921,5406,exact
921,6425,partiel
922,6212,exact
922,6483,exact
923,3167,partiel
924,4071,partiel
926,5198,partiel
927,672,exact
927,926,exact
927,1223,exact
927,1397,exact
927,1453,exact
927,1498,exact
927,1821,exact
927,2110,exact
927,2269,exact
927,2502,exact
927,3503,exact
927,6024,exact
928,3974,partiel
928,5358,exact
929,5109,exact
930,4756,exact
932,3946,partiel
932,4695,exact
933,915,exact
933,1012,partiel
933,4721,exact
933,5494,partiel
933,5972,partiel
933,7656,partiel
934,6687,exact
935,916,exact
935,4593,partiel
936,2314,partiel
936,6029,partiel
936,7337,partiel
937,5382,exact
938,918,exact
938,2556,partiel
938,4303,partiel
938,7869,partiel
939,4121,partiel
940,3250,partiel
941,5325,exact
941,5768,exact
942,921,exact
942,4103,partiel
942,4811,exact
942,5620,exact
942,5767,partiel
942,5835,partiel
942,6871,partiel
943,7029,partiel
944,672,exact
944,926,exact
944,1223,exact
944,1397,exact
944,1453,exact
944,1498,exact
944,1821,exact
944,2110,exact
944,2269,exact
944,2502,exact
944,3503,exact
944,6024,exact
945,4530,exact
945,6628,exact
946,485,exact
947,929,exact
947,3950,partiel
948,3285,exact
949,4758,exact
950,931,exact
951,1460,partiel
951,5639,partiel
952,4732,exact
953,4916,exact
954,3949,partiel
955,3606,exact
955,6627,exact
956,5133,exact
957,937,exact
957,5890,exact
957,6115,exact
958,3083,partiel
958,6800,exact
959,6951,partiel
960,4957,partiel
961,4890,exact
962,4038,partiel
962,6673,exact
963,1887,exact
963,3232,partiel
963,3935,partiel
964,944,exact
965,8435,exact
966,5885,exact
967,346,exact
968,3149,partiel
968,3838,exact
968,5784,exact
968,7043,partiel
968,7871,partiel
969,4139,partiel
972,187,exact
974,1893,partiel
974,6620,partiel
975,3085,partiel
976,540,exact
977,6789,exact
978,2259,partiel
978,3451,partiel
978,3941,partiel
980,3880,exact
980,6863,exact
980,7458,partiel
981,1300,partiel
981,5264,partiel
981,5400,partiel
981,8411,partiel
982,5404,exact
982,7209,exact
982,8383,exact
983,326,partiel
983,6779,exact
984,4164,partiel
985,4411,exact
985,7673,partiel
986,4026,partiel
987,5280,exact
988,2760,partiel
988,5680,partiel
988,6377,exact
988,7146,partiel
988,7379,partiel
988,7944,partiel
988,8485,partiel
988,8701,partiel
989,977,exact
989,5291,exact
990,5172,exact
991,5044,exact
992,1986,partiel
992,3614,partiel
992,4044,partiel
992,7540,partiel
993,5024,exact
994,3424,exact
994,6569,exact
995,6545,exact
997,6877,exact
998,165,exact
999,3123,partiel
1000,3971,partiel
1001,990,exact
1001,1399,partiel
1001,3104,partiel
1001,5967,partiel
1002,6644,exact
1003,1624,exact
1003,5082,exact
1003,5184,exact
1003,6561,exact
1003,6899,partiel
1003,7028,partiel
1004,3311,partiel
1005,4137,partiel
1006,464,partiel
1007,500,partiel
1007,782,partiel
1007,6560,partiel
1008,4713,exact
1009,5114,exact
1010,6464,partiel
1011,1058,partiel
1011,2836,partiel
1011,3184,partiel
1011,3374,partiel
1011,5677,partiel
1011,8305,partiel
1012,995,exact
1012,3356,exact
1013,4270,partiel
1014,4478,exact
1015,248,partiel
1015,3994,partiel
1015,7754,partiel
1016,381,exact
1016,998,exact
1017,999,exact
1017,2834,exact
1017,6085,exact
1018,458,partiel
1018,1766,partiel
1018,2922,partiel
1018,8368,partiel
1019,1142,partiel
1019,4985,exact
1019,6037,exact
1019,6254,exact
1019,6829,partiel
1020,5157,exact
1021,4633,partiel
1022,330,exact
1022,4867,exact
1023,1761,partiel
1023,6606,partiel
1024,6555,exact
1025,4853,exact
1026,4875,exact
1027,654,partiel
1027,1761,partiel
1027,2906,exact
1027,5781,exact
1027,8735,exact
1029,734,partiel
1029,915,partiel
1029,1012,exact
1029,1375,partiel
1029,2395,partiel
1029,4355,partiel
1029,4721,partiel
1029,4942,partiel
1029,5494,exact
1029,5553,partiel
1029,5679,partiel
1029,5812,partiel
1029,5847,partiel
1029,5879,partiel
1029,6059,partiel
1029,6060,partiel
1029,6862,partiel
1029,7348,partiel
1029,7434,partiel
1029,7445,partiel
1029,7565,partiel
1029,7589,partiel
1029,7656,partiel
1030,6763,exact
1031,4753,partiel
1032,5272,partiel
1033,1015,exact
1033,4493,exact
1035,6696,exact
1036,1642,partiel
1036,3445,partiel
1036,4923,partiel
1036,5945,partiel
1036,6544,partiel
1037,2972,partiel
1037,6960,partiel
1038,5036,exact
1039,4421,exact
1040,3364,partiel
1040,6662,exact
1041,1021,exact
1041,3538,partiel
1041,7842,partiel
1041,7922,partiel
1041,7956,partiel
1042,778,partiel
1042,5932,exact
1042,6538,exact
1042,7731,partiel
1044,7017,partiel
1044,7182,exact
1045,5309,partiel
1046,1030,exact
1047,5322,exact
1048,5256,exact
1049,5126,partiel
1050,4892,exact
1051,5252,exact
1052,1033,exact
1052,6738,exact
1053,4604,exact
1054,1034,exact
1054,3597,exact
1054,3954,partiel
1056,5377,exact
1057,3226,partiel
1058,1586,partiel
1058,6214,partiel
1059,4146,partiel
1060,488,exact
1060,5946,exact
1061,2944,partiel
1061,3362,partiel
1061,3485,exact
1061,5769,exact
1062,3598,partiel
1062,3981,partiel
1062,4064,partiel
1063,4277,partiel
1063,6004,exact
1063,6935,partiel
1064,1806,exact
1064,3481,exact
1064,4332,exact
1064,4403,exact
1065,1039,exact
1066,1007,exact
1066,4504,exact
1066,5891,exact
1067,5091,partiel
1070,1007,exact
1070,4504,exact
1070,5891,exact
1071,671,exact
1071,1125,exact
1071,6790,exact
1072,3124,partiel
1074,5604,partiel
1074,8283,partiel
1075,5170,exact
1076,381,partiel
1077,3996,partiel
1078,4363,exact
1079,4676,partiel
1079,6889,partiel
1080,479,exact
1080,3330,partiel
1081,1058,exact
1081,2836,exact
1081,3184,partiel
1081,3374,partiel
1081,5677,exact
1081,8305,partiel
1082,644,exact
1082,4847,exact
1083,328,exact
1084,2330,exact
1084,4336,exact
1085,6073,exact
1087,1210,exact
1087,1248,partiel
1087,1375,partiel
1087,1655,exact
1087,1838,exact
1087,2395,partiel
1087,2533,exact
1087,2574,partiel
1087,2598,partiel
1087,2631,partiel
1087,2930,partiel
1087,3092,partiel
1087,4012,partiel
1087,4240,partiel
1087,4355,partiel
1087,4460,partiel
1087,4491,exact
1087,4563,exact
1087,4742,partiel
1087,4942,exact
1087,5143,partiel
1087,5553,partiel
1087,5607,exact
1087,5679,partiel
1087,5763,partiel
1087,5767,exact
1087,5771,partiel
1087,5812,partiel
1087,5847,exact
1087,5879,partiel
1087,5933,partiel
1087,5943,exact
1087,5957,partiel
1087,5968,exact
1087,5972,exact
1087,6006,exact
1087,6010,exact
1087,6060,partiel
1087,6084,partiel
1087,6862,partiel
1087,6888,partiel
1087,7348,partiel
1087,7381,partiel
1087,7434,partiel
1087,7491,partiel
1087,7515,partiel
1087,7545,partiel
1087,7565,partiel
1087,7589,partiel
1087,7844,partiel
1087,7953,partiel
1087,8090,partiel
1087,8329,exact
1087,8386,exact
1087,8393,exact
1087,8397,partiel
1087,8596,partiel
1087,8622,partiel
1088,4648,exact
1089,1063,exact
1090,4416,exact
1091,3550,partiel
1091,5507,partiel
1091,6105,partiel
1091,6914,partiel
1091,8195,partiel
1091,8461,partiel
1092,1066,exact
1092,1505,exact
1092,3490,exact
1092,6678,exact
1093,1067,exact
1093,4023,exact
1093,4711,partiel
1094,1068,exact
1094,6665,exact
1094,7128,partiel
1094,7992,partiel
1095,3133,partiel
1096,3566,partiel
1096,5021,exact
1097,6498,exact
1098,1069,exact
1099,4706,partiel
1100,6518,exact
1100,6950,partiel
1101,351,exact
1101,7594,partiel
1102,6513,exact
1103,3238,partiel
1103,5128,exact
1104,794,partiel
1104,1074,exact
1104,1189,partiel
1104,1200,partiel
1104,1711,partiel
1104,1746,partiel
1104,1764,partiel
1104,2092,partiel
1104,2265,partiel
1104,2677,partiel
1104,2800,partiel
1104,4358,partiel
1104,4480,partiel
1104,4514,partiel
1104,4515,partiel
1104,4704,partiel
1104,4712,partiel
1104,4817,partiel
1104,4958,partiel
1104,4973,partiel
1104,5190,partiel
1104,5626,partiel
1104,5734,partiel
1104,5740,partiel
1104,5746,partiel
1104,5774,partiel
1104,5779,partiel
1104,5783,partiel
1104,5789,partiel
1104,5802,partiel
1104,5840,partiel
1104,5845,partiel
1104,5848,partiel
1104,5990,partiel
1104,6231,partiel
1104,6309,partiel
1104,6475,partiel
1104,6546,partiel
1104,6669,partiel
1104,6733,partiel
1104,8376,partiel
1104,8407,partiel
1105,4600,exact
1108,4661,partiel
1108,7019,partiel
1109,1080,exact
1109,2304,partiel
1109,2951,partiel
1109,3237,partiel
1109,3657,partiel
1111,1081,exact
1112,3395,exact
1112,4267,partiel
1113,6470,exact
1114,1588,partiel
1114,2540,partiel
1114,4594,partiel
1114,4602,partiel
1114,5421,partiel
1114,5587,partiel
1114,6135,partiel
1114,6459,partiel
1114,6493,partiel
1114,6588,exact
1114,6841,partiel
1114,7113,partiel
1114,7397,partiel
1114,8123,partiel
1114,8501,partiel
1114,8558,partiel
1116,1083,exact
1116,4508,exact
1117,5012,partiel
1119,6504,exact
1120,4897,exact
1121,1088,exact
1121,2578,partiel
1122,3210,partiel
1122,5073,exact
1123,5067,partiel
1124,6083,exact
1125,289,exact
1126,5348,exact
1127,5037,exact
1128,4417,partiel
1129,6548,exact
1130,261,exact
1131,1098,exact
1131,6542,exact
1132,1099,exact
1133,6746,exact
1134,3317,exact
1134,4672,exact
1135,1104,exact
1135,5284,exact
1136,4190,partiel
1136,4658,exact
1136,5984,exact
1137,4700,exact
1138,6075,exact
1139,5239,exact
1140,8332,exact
1141,4477,partiel
1142,7007,partiel
1143,3045,partiel
1143,4528,partiel
1143,8507,partiel
1144,1109,exact
1146,2777,exact
1146,5983,exact
1147,5013,exact
1148,5229,exact
1149,6211,partiel
1149,6353,exact
1149,6500,exact
1149,7340,partiel
1150,5125,partiel
1151,1064,partiel
1152,6729,exact
1153,5101,exact
1154,2462,partiel
1154,3892,exact
1154,5705,exact
1154,5917,exact
1154,6831,partiel
1154,6853,partiel
1154,7296,partiel
1154,7444,partiel
1154,7962,partiel
1155,4268,partiel
1156,5243,partiel
1157,350,exact
1158,1124,exact
1158,3931,partiel
1158,6090,partiel
1159,6613,exact
1160,3638,partiel
1160,4036,partiel
1161,4684,exact
1162,5068,exact
1163,6489,exact
1164,3254,partiel
1165,4291,partiel
1166,1710,exact
1166,2003,partiel
1166,2039,partiel
1166,2327,partiel
1166,2714,partiel
1166,3503,partiel
1166,3965,partiel
1166,4293,partiel
1166,5444,partiel
1166,5640,partiel
1166,6121,partiel
1166,7096,partiel
1166,7914,partiel
1166,8281,partiel
1166,8308,partiel
1166,8330,exact
1168,4760,partiel
1169,1141,exact
1170,7811,exact
1172,6604,partiel
1173,232,exact
1173,1146,exact
1174,1147,exact
1174,5015,exact
1175,1069,exact
1176,1732,exact
1176,1885,exact
1176,4334,partiel
1176,4372,partiel
1176,6661,partiel
1177,4483,exact
1178,5194,exact
1178,7004,partiel
1178,7319,partiel
1178,7584,partiel
1178,7849,partiel
1179,733,exact
1179,860,exact
1179,1155,exact
1179,1928,exact
1179,5379,exact
1180,4929,exact
1181,3283,partiel
1182,4718,exact
1183,1157,exact
1183,4852,partiel
1184,3003,partiel
1184,5276,partiel
1185,3808,partiel
1185,3930,partiel
1185,7694,partiel
1186,6246,exact
1186,6827,partiel
1187,1160,exact
1187,4474,exact
1187,5635,exact
1187,5906,exact
1187,7333,partiel
1187,7384,partiel
1188,1161,exact
1189,1028,partiel
1189,6770,exact
1190,6030,exact
1191,1167,exact
1191,2677,exact
1191,6733,exact
1192,1169,exact
1192,4296,partiel
1193,5374,exact
1194,1191,partiel
1194,2913,partiel
1194,3426,partiel
1194,6215,exact
1194,6397,partiel
1194,6818,partiel
1194,7477,partiel
1194,7884,partiel
1194,8167,partiel
1194,8525,partiel
1194,8723,partiel
1195,331,exact
1195,594,exact
1195,870,exact
1195,1170,exact
1195,1715,exact
1195,2479,partiel
1195,4645,partiel
1195,4834,exact
1195,4856,exact
1195,4893,exact
1195,4963,exact
1195,5092,exact
1195,5277,exact
1195,5907,exact
1196,5240,exact
1197,1172,exact
1197,4131,partiel
1197,6997,partiel
1198,1173,exact
1198,3128,partiel
1198,5197,exact
1198,6639,partiel
1199,212,exact
1201,3277,partiel
1202,4968,partiel
1203,374,exact
1203,1175,exact
1204,1177,exact
1204,4134,partiel
1205,4787,partiel
1206,6017,exact
1207,1179,exact
1207,2868,exact
1207,8192,partiel
1208,1180,exact
1208,6792,exact
1209,1361,partiel
1209,3155,partiel
1211,4331,exact
1213,7919,partiel
1213,8547,partiel
1214,1184,exact
1214,3376,partiel
1214,6079,exact
1214,7543,exact
1214,8013,partiel
1215,425,exact
1215,3198,partiel
1216,4239,partiel
1217,4232,partiel
1218,277,exact
1218,1185,exact
1218,1472,exact
1218,2417,exact
1218,3204,partiel
1218,3460,partiel
1218,4052,partiel
1218,4921,exact
1218,5427,partiel
1218,6156,partiel
1218,6848,partiel
1218,7124,partiel
1218,7395,exact
1218,8052,partiel
1218,8420,exact
1218,8427,exact
1219,5378,exact
1220,1187,exact
1220,4353,partiel
1222,3993,partiel
1224,794,partiel
1224,1074,partiel
1224,1189,exact
1224,1200,exact
1224,1711,partiel
1224,1739,exact
1224,1746,partiel
1224,1764,partiel
1224,2092,partiel
1224,2265,exact
1224,2677,partiel
1224,2800,partiel
1224,4147,exact
1224,4358,partiel
1224,4480,exact
1224,4514,partiel
1224,4515,exact
1224,4704,exact
1224,4712,partiel
1224,4817,exact
1224,4958,partiel
1224,4973,partiel
1224,5190,exact
1224,5626,partiel
1224,5734,exact
1224,5740,exact
1224,5746,exact
1224,5774,partiel
1224,5779,exact
1224,5783,exact
1224,5789,exact
1224,5802,partiel
1224,5840,partiel
1224,5845,partiel
1224,5848,partiel
1224,5990,exact
1224,6231,exact
1224,6309,exact
1224,6475,partiel
1224,6546,partiel
1224,6669,partiel
1224,6733,partiel
1224,8376,exact
1224,8407,exact
1225,6833,partiel
1225,7001,partiel
1226,3072,partiel
1227,1191,exact
1227,2913,partiel
1227,3426,partiel
1227,6215,partiel
1227,6397,exact
1227,6818,partiel
1227,7477,partiel
1227,7884,partiel
1227,8167,partiel
1227,8525,partiel
1227,8723,partiel
1228,6581,exact
1231,3307,partiel
1232,4839,exact
1233,4575,exact
1234,5134,partiel
1235,794,partiel
1235,1074,partiel
1235,1189,exact
1235,1200,exact
1235,1711,partiel
1235,1739,exact
1235,1746,partiel
1235,1764,partiel
1235,2092,partiel
1235,2265,exact
1235,2677,partiel
1235,2800,partiel
1235,4147,exact
1235,4358,partiel
1235,4480,exact
1235,4514,partiel
1235,4515,exact
1235,4704,exact
1235,4712,partiel
1235,4817,exact
1235,4958,partiel
1235,4973,partiel
1235,5190,exact
1235,5626,partiel
1235,5734,exact
1235,5740,exact
1235,5746,exact
1235,5774,partiel
1235,5779,exact
1235,5783,exact
1235,5789,exact
1235,5802,partiel
1235,5840,partiel
1235,5845,partiel
1235,5848,partiel
1235,5990,exact
1235,6231,exact
1235,6309,exact
1235,6475,partiel
1235,6546,partiel
1235,6669,partiel
1235,6733,partiel
1235,8376,exact
1235,8407,exact
1236,4799,exact
1237,6510,exact
1238,741,partiel
1238,1203,exact
1238,2842,exact
1238,3386,partiel
1238,4022,partiel
1238,5577,exact
1238,7140,partiel
1238,8046,partiel
1238,8099,partiel
1238,8437,partiel
1239,1205,exact
1239,4018,partiel
1239,6900,partiel
1240,4751,exact
1241,109,partiel
1241,252,partiel
1241,436,exact
1241,1209,exact
1241,3406,partiel
1241,5752,partiel
1241,5778,partiel
1241,7520,partiel
1241,7703,partiel
1241,7864,partiel
1241,7879,partiel
1241,7893,partiel
1241,7895,partiel
1241,7939,partiel
1241,8036,partiel
1241,8039,partiel
1241,8149,partiel
1241,8189,partiel
1241,8254,partiel
1241,8280,partiel
1242,1210,exact
1242,1375,partiel
1242,1655,exact
1242,1838,exact
1242,2395,partiel
1242,2533,exact
1242,2598,partiel
1242,2631,partiel
1242,2930,partiel
1242,3092,partiel
1242,4012,partiel
1242,4491,exact
1242,4563,exact
1242,4742,partiel
1242,4942,exact
1242,5143,partiel
1242,5516,partiel
1242,5607,exact
1242,5679,partiel
1242,5767,exact
1242,5812,partiel
1242,5847,exact
1242,5879,partiel
1242,5933,partiel
1242,5943,exact
1242,5968,exact
1242,5972,exact
1242,6006,exact
1242,6010,exact
1242,6084,partiel
1242,7348,partiel
1242,7381,partiel
1242,7434,partiel
1242,7515,partiel
1242,7565,partiel
1242,7844,partiel
1242,7953,partiel
1242,8090,partiel
1242,8329,exact
1242,8386,exact
1242,8393,exact
1242,8397,partiel
1242,8596,partiel
1242,8622,partiel
1242,8689,partiel
1243,5088,exact
1245,495,exact
1246,5080,exact
1249,4338,partiel
1250,3334,partiel
1251,4126,partiel
1251,5671,exact
1251,7159,partiel
1251,7428,partiel
1252,2339,partiel
1252,5246,partiel
1253,5116,exact
1254,5952,partiel
1255,4191,partiel
1256,169,exact
1257,1222,exact
1257,3987,partiel
1257,6640,exact
1258,672,exact
1258,926,exact
1258,1223,exact
1258,1397,exact
1258,1453,exact
1258,1498,exact
1258,1821,exact
1258,2110,exact
1258,2269,exact
1258,2502,exact
1258,3503,exact
1258,6024,exact
1259,440,exact
1260,2179,exact
1260,5287,exact
1261,6671,exact
1262,5141,exact
1263,4387,exact
1263,4419,exact
1264,4378,partiel
1265,4127,partiel
1266,4437,partiel
1267,253,exact
1267,4664,exact
1268,222,exact
1269,4858,partiel
1270,1232,exact
1271,1784,partiel
1272,1235,exact
1272,1259,partiel
1272,2488,partiel
1272,2853,partiel
1272,3836,partiel
1272,5415,partiel
1272,5486,partiel
1272,6034,partiel
1272,6385,partiel
1272,7078,partiel
1272,7119,partiel
1272,7539,partiel
1272,7612,partiel
1272,7761,partiel
1272,7839,partiel
1272,8040,partiel
1272,8174,partiel
1273,234,exact
1274,1236,exact
1274,4102,partiel
1274,4940,exact
1274,5006,exact
1274,5902,exact
1275,5360,partiel
1276,5258,partiel
1277,6637,exact
1278,4816,partiel
1280,6625,exact
1281,4450,exact
1283,2108,partiel
1283,4319,partiel
1284,1247,exact
1284,4796,exact
1285,4717,partiel
1287,1248,exact
1287,1655,partiel
1287,2598,partiel
1287,2631,partiel
1287,2930,partiel
1287,4240,partiel
1287,4563,partiel
1287,4742,partiel
1287,5143,partiel
1287,5763,exact
1287,5933,partiel
1287,6084,partiel
1287,7515,partiel
1287,7545,partiel
1287,7844,partiel
1287,7953,partiel
1287,8090,partiel
1287,8596,partiel
1288,2754,partiel
1289,4788,exact
1290,3912,partiel
1291,4043,partiel
1292,6950,partiel
1293,3102,partiel
1294,3408,partiel
1294,8202,partiel
1295,3082,partiel
1295,4420,exact
1295,6055,partiel
1296,3268,partiel
1297,4785,exact
1298,1257,exact
1298,3602,exact
1298,4640,exact
1299,4826,exact
1300,5369,exact
1300,6279,partiel
1301,943,exact
1303,3080,partiel
1305,4435,exact
1305,6263,exact
1306,4465,exact
1307,5584,exact
1307,6102,exact
1307,7363,partiel
1309,856,exact
1309,4737,exact
1309,5251,exact
1310,5327,exact
1311,551,exact
1312,6765,partiel
1312,6799,exact
1313,6754,exact
1314,143,exact
1315,237,partiel
1315,1270,exact
1315,1723,partiel
1316,711,partiel
1316,1271,exact
1316,1613,partiel
1316,6433,partiel
1316,6923,partiel
1316,8468,partiel
1318,4050,partiel
1321,4271,partiel
1321,5356,partiel
1321,5959,exact
1322,2275,partiel
1322,3829,partiel
1323,5248,exact
1324,4795,exact
1325,794,partiel
1325,1074,partiel
1325,1189,partiel
1325,1200,partiel
1325,1711,partiel
1325,1746,partiel
1325,1764,partiel
1325,2092,partiel
1325,2265,partiel
1325,2677,partiel
1325,2800,partiel
1325,4358,partiel
1325,4480,partiel
